X_h	M_min	N_ion	R_mfp
0.609	508.95	162.11	5.73
0.476	633.68	152.63	26.48
0.617	592.11	105.26	21.87
0.662	800.0	133.68	12.65
0.782	467.37	48.42	21.87
0.805	716.84	76.84	5.73
0.376	425.79	124.21	31.1
0.313	592.11	181.05	38.01
0.797	633.68	162.11	3.43
0.533	800.0	171.58	28.79
0.44	467.37	124.21	24.18
0.814	675.26	57.89	21.87
0.908	758.42	38.95	3.43
0.008	217.89	152.63	38.01
0.215	51.58	143.16	3.43
0.295	134.74	57.89	38.01
0.0	10.0	95.79	33.4
0.663	758.42	133.68	10.34
0.339	592.11	181.05	28.79
0.793	384.21	38.95	35.71
0.872	301.05	20.0	10.34
0.765	633.68	86.32	5.73
0.91	467.37	20.0	33.4
0.525	550.53	124.21	19.57
0.738	633.68	76.84	26.48
0.303	51.58	86.32	3.43
0.079	51.58	171.58	5.73
0.07	259.47	200.0	19.57
0.586	633.68	124.21	17.26
0.191	259.47	114.74	26.48
0.389	508.95	143.16	31.1
0.459	134.74	48.42	14.96
0.302	550.53	171.58	38.01
0.0	10.0	67.37	40.32
0.632	51.58	20.0	8.04
0.716	425.79	57.89	33.4
0.135	134.74	95.79	17.26
0.393	675.26	190.53	26.48
0.962	592.11	76.84	1.12
0.0	134.74	200.0	40.32
0.609	467.37	86.32	35.71
0.0	10.0	124.21	40.32
0.662	550.53	105.26	8.04
0.648	716.84	124.21	12.65
0.872	217.89	190.53	1.12
0.813	134.74	95.79	1.12
0.758	217.89	29.47	17.26
0.358	384.21	133.68	17.26
0.321	384.21	124.21	31.1
0.417	675.26	190.53	21.87
0.867	633.68	38.95	8.04
0.007	217.89	171.58	33.4
0.574	425.79	86.32	33.4
0.04	217.89	124.21	38.01
0.206	134.74	67.37	28.79
0.252	384.21	133.68	38.01
0.107	10.0	76.84	3.43
0.244	134.74	114.74	8.04
0.689	301.05	48.42	12.65
0.737	93.16	190.53	1.12
0.311	176.32	86.32	12.65
0.664	467.37	105.26	5.73
0.66	342.63	57.89	31.1
0.811	550.53	48.42	38.01
0.762	217.89	29.47	8.04
0.0	93.16	162.11	35.71
0.972	758.42	181.05	1.12
0.393	508.95	143.16	28.79
0.0	93.16	181.05	35.71
0.438	675.26	171.58	33.4
0.528	508.95	114.74	19.57
0.431	134.74	48.42	35.71
0.089	93.16	181.05	8.04
0.002	93.16	133.68	24.18
0.433	51.58	29.47	17.26
0.365	342.63	105.26	31.1
0.208	217.89	124.21	14.96
0.003	51.58	133.68	17.26
0.307	384.21	162.11	14.96
0.61	716.84	190.53	8.04
0.681	716.84	105.26	33.4
0.663	301.05	105.26	3.43
0.579	217.89	57.89	8.04
0.432	176.32	57.89	28.79
0.44	633.68	181.05	17.26
0.074	176.32	152.63	17.26
0.11	425.79	200.0	31.1
0.843	384.21	29.47	31.1
0.674	550.53	86.32	12.65
0.486	467.37	181.05	8.04
0.777	134.74	20.0	8.04
0.246	51.58	67.37	5.73
0.828	342.63	29.47	17.26
0.048	176.32	143.16	21.87
0.763	425.79	48.42	14.96
0.904	675.26	29.47	40.32
0.81	134.74	114.74	1.12
0.07	301.05	152.63	35.71
0.857	592.11	38.95	26.48
0.0	134.74	200.0	35.71
0.824	716.84	57.89	26.48
0.512	592.11	133.68	24.18
0.613	425.79	86.32	10.34
0.558	467.37	190.53	5.73
0.404	259.47	171.58	5.73
0.505	134.74	86.32	3.43
0.96	592.11	152.63	1.12
0.0	93.16	162.11	28.79
0.682	800.0	124.21	12.65
0.642	633.68	105.26	19.57
0.064	10.0	114.74	3.43
0.814	675.26	57.89	31.1
0.0	51.58	124.21	28.79
0.171	51.58	200.0	3.43
0.887	758.42	38.95	35.71
0.067	134.74	86.32	31.1
0.69	592.11	86.32	14.96
0.945	800.0	20.0	19.57
0.651	592.11	162.11	5.73
0.854	176.32	86.32	1.12
0.0	51.58	171.58	26.48
0.774	758.42	105.26	5.73
0.056	217.89	181.05	19.57
0.069	51.58	48.42	31.1
0.696	467.37	67.37	24.18
0.618	758.42	200.0	8.04
0.607	633.68	114.74	24.18
0.434	217.89	67.37	24.18
0.153	93.16	181.05	5.73
0.594	384.21	76.84	17.26
0.351	301.05	114.74	14.96
0.49	384.21	200.0	5.73
0.719	342.63	48.42	12.65
0.105	259.47	171.58	19.57
0.895	259.47	143.16	1.12
0.209	384.21	171.58	21.87
0.557	508.95	105.26	31.1
0.064	51.58	200.0	5.73
0.0	176.32	171.58	38.01
0.874	675.26	38.95	17.26
0.812	176.32	20.0	17.26
0.52	467.37	105.26	38.01
0.742	384.21	48.42	28.79
0.516	508.95	143.16	10.34
0.637	800.0	133.68	31.1
0.296	259.47	95.79	26.48
0.648	259.47	48.42	26.48
0.637	675.26	114.74	17.26
0.715	800.0	105.26	33.4
0.584	93.16	29.47	28.79
0.0	51.58	171.58	35.71
0.006	93.16	181.05	17.26
0.904	675.26	29.47	35.71
0.003	134.74	200.0	21.87
0.075	259.47	152.63	26.48
0.741	800.0	95.79	28.79
0.829	675.26	105.26	3.43
0.806	675.26	200.0	3.43
0.471	425.79	124.21	12.65
0.723	675.26	86.32	24.18
0.543	592.11	124.21	35.71
0.371	633.68	181.05	31.1
0.577	425.79	86.32	21.87
0.673	633.68	95.79	21.87
0.001	134.74	133.68	33.4
0.177	93.16	76.84	12.65
0.697	675.26	95.79	14.96
0.01	51.58	57.89	35.71
0.36	384.21	124.21	21.87
0.445	800.0	200.0	38.01
0.855	675.26	48.42	5.73
0.596	550.53	105.26	17.26
0.091	259.47	152.63	24.18
0.024	134.74	95.79	35.71
0.045	93.16	67.37	38.01
0.947	467.37	105.26	1.12
0.001	10.0	67.37	14.96
0.44	633.68	162.11	28.79
0.0	10.0	171.58	21.87
0.741	633.68	76.84	12.65
0.414	342.63	162.11	8.04
0.488	800.0	200.0	19.57
0.425	384.21	114.74	17.26
0.718	508.95	67.37	33.4
0.715	800.0	105.26	26.48
0.169	301.05	124.21	35.71
0.108	93.16	67.37	24.18
0.875	217.89	133.68	1.12
0.737	550.53	67.37	33.4
0.599	675.26	124.21	35.71
0.56	301.05	67.37	40.32
0.623	51.58	20.0	24.18
0.63	675.26	114.74	40.32
0.713	176.32	38.95	3.43
0.77	800.0	86.32	12.65
0.97	675.26	38.95	1.12
0.915	758.42	29.47	10.34
0.617	758.42	133.68	38.01
0.911	301.05	143.16	1.12
0.0	10.0	190.53	40.32
0.848	633.68	67.37	3.43
0.742	758.42	105.26	8.04
0.025	301.05	200.0	31.1
0.782	467.37	48.42	24.18
0.549	758.42	162.11	19.57
0.22	425.79	152.63	38.01
0.742	384.21	48.42	38.01
0.125	259.47	124.21	31.1
0.31	217.89	114.74	10.34
0.963	592.11	57.89	1.12
0.222	425.79	162.11	28.79
0.451	716.84	181.05	26.48
0.0	51.58	162.11	26.48
0.658	675.26	200.0	5.73
0.844	675.26	48.42	33.4
0.916	508.95	20.0	5.73
0.902	425.79	20.0	28.79
0.24	550.53	190.53	35.71
0.661	675.26	105.26	28.79
0.809	425.79	38.95	19.57
0.589	758.42	143.16	33.4
0.609	675.26	143.16	10.34
0.131	176.32	152.63	12.65
0.755	592.11	67.37	31.1
0.227	10.0	20.0	26.48
0.91	259.47	38.95	1.12
0.827	550.53	67.37	3.43
0.81	633.68	57.89	8.04
0.165	342.63	171.58	21.87
0.741	800.0	95.79	26.48
0.772	342.63	38.95	28.79
0.852	716.84	48.42	24.18
0.584	342.63	105.26	5.73
0.879	217.89	95.79	1.12
0.744	550.53	67.37	10.34
0.42	425.79	114.74	38.01
0.893	800.0	38.95	10.34
0.834	633.68	48.42	14.96
0.843	800.0	57.89	35.71
0.0	134.74	171.58	35.71
0.537	384.21	86.32	24.18
0.898	633.68	29.47	40.32
0.834	633.68	48.42	21.87
0.872	217.89	200.0	1.12
0.702	675.26	95.79	12.65
0.005	10.0	114.74	8.04
0.139	342.63	152.63	31.1
0.612	176.32	67.37	3.43
0.447	675.26	190.53	17.26
0.533	550.53	124.21	17.26
0.861	758.42	48.42	28.79
0.7	550.53	76.84	35.71
0.587	550.53	105.26	31.1
0.593	716.84	133.68	35.71
0.892	592.11	29.47	19.57
0.951	467.37	48.42	1.12
0.852	716.84	48.42	21.87
0.0	134.74	200.0	38.01
0.511	259.47	105.26	5.73
0.294	425.79	162.11	19.57
0.0	10.0	67.37	33.4
0.5	384.21	133.68	8.04
0.702	758.42	105.26	17.26
0.449	176.32	190.53	3.43
0.916	508.95	20.0	8.04
0.057	217.89	114.74	40.32
0.41	675.26	200.0	19.57
0.857	592.11	38.95	28.79
0.692	675.26	95.79	31.1
0.004	51.58	190.53	12.65
0.856	259.47	20.0	40.32
0.226	508.95	181.05	35.71
0.772	342.63	38.95	19.57
0.931	633.68	20.0	21.87
0.873	217.89	181.05	1.12
0.001	10.0	114.74	10.34
0.884	550.53	29.47	38.01
0.686	508.95	76.84	12.65
0.005	134.74	133.68	28.79
0.0	51.58	124.21	24.18
0.0	51.58	162.11	28.79
0.0	51.58	181.05	35.71
0.0	10.0	124.21	35.71
0.079	51.58	114.74	8.04
0.583	176.32	48.42	8.04
0.563	716.84	143.16	35.71
0.701	550.53	76.84	19.57
0.0	217.89	200.0	38.01
0.868	800.0	48.42	10.34
0.686	301.05	48.42	28.79
0.935	342.63	29.47	1.12
0.229	467.37	171.58	31.1
0.0	10.0	190.53	31.1
0.861	758.42	48.42	26.48
0.692	384.21	57.89	19.57
0.328	301.05	114.74	17.26
0.454	134.74	114.74	3.43
0.964	633.68	162.11	1.12
0.757	508.95	133.68	3.43
0.91	716.84	29.47	33.4
0.325	217.89	200.0	5.73
0.33	217.89	76.84	38.01
0.79	716.84	86.32	5.73
0.0	10.0	143.16	21.87
0.435	93.16	38.95	40.32
0.91	716.84	29.47	38.01
0.951	508.95	171.58	1.12
0.698	467.37	67.37	14.96
0.012	176.32	200.0	21.87
0.748	425.79	95.79	3.43
0.774	550.53	57.89	31.1
0.817	800.0	67.37	28.79
0.461	633.68	162.11	21.87
0.82	716.84	190.53	3.43
0.592	675.26	152.63	10.34
0.947	467.37	124.21	1.12
0.435	467.37	124.21	26.48
0.811	550.53	48.42	17.26
0.309	217.89	95.79	14.96
0.902	425.79	20.0	40.32
0.772	342.63	38.95	26.48
0.637	800.0	133.68	33.4
0.116	176.32	200.0	10.34
0.876	508.95	29.47	10.34
0.287	51.58	38.95	14.96
0.413	301.05	114.74	10.34
0.401	384.21	152.63	10.34
0.823	592.11	48.42	35.71
0.652	508.95	86.32	12.65
0.494	301.05	76.84	33.4
0.739	508.95	190.53	3.43
0.971	758.42	200.0	1.12
0.328	633.68	190.53	35.71
0.782	592.11	162.11	3.43
0.715	800.0	105.26	28.79
0.876	716.84	57.89	3.43
0.0	10.0	48.42	35.71
0.351	259.47	86.32	31.1
0.91	467.37	20.0	5.73
0.0	93.16	114.74	38.01
0.529	425.79	190.53	5.73
0.914	301.05	86.32	1.12
0.426	217.89	67.37	38.01
0.516	217.89	57.89	24.18
0.502	259.47	67.37	40.32
0.468	716.84	181.05	21.87
0.557	508.95	105.26	28.79
0.535	384.21	86.32	38.01
0.611	800.0	143.16	40.32
0.0	93.16	124.21	38.01
0.699	758.42	105.26	31.1
0.787	259.47	29.47	40.32
0.485	342.63	86.32	38.01
0.648	259.47	48.42	33.4
0.75	716.84	114.74	5.73
0.023	134.74	171.58	17.26
0.001	10.0	162.11	8.04
0.847	550.53	38.95	28.79
0.392	633.68	171.58	40.32
0.739	467.37	57.89	17.26
0.23	51.58	57.89	8.04
0.91	716.84	29.47	24.18
0.117	51.58	57.89	14.96
0.967	675.26	95.79	1.12
0.781	758.42	76.84	14.96
0.003	10.0	86.32	10.34
0.77	633.68	67.37	40.32
0.107	134.74	76.84	33.4
0.724	93.16	20.0	38.01
0.009	93.16	124.21	21.87
0.821	675.26	57.89	8.04
0.666	134.74	29.47	21.87
0.414	93.16	57.89	5.73
0.627	716.84	143.16	10.34
0.073	217.89	152.63	21.87
0.256	342.63	124.21	31.1
0.39	592.11	190.53	17.26
0.922	550.53	20.0	38.01
0.567	467.37	95.79	24.18
0.182	10.0	29.47	8.04
0.424	301.05	86.32	35.71
0.044	342.63	181.05	38.01
0.323	259.47	95.79	21.87
0.868	800.0	48.42	40.32
0.431	134.74	48.42	33.4
0.505	259.47	67.37	24.18
0.767	716.84	76.84	38.01
0.237	51.58	124.21	3.43
0.855	425.79	29.47	12.65
0.488	301.05	86.32	12.65
0.638	508.95	86.32	31.1
0.426	301.05	133.68	8.04
0.733	758.42	95.79	12.65
0.47	633.68	152.63	33.4
0.479	716.84	181.05	19.57
0.456	217.89	86.32	8.04
0.332	93.16	143.16	3.43
0.398	425.79	133.68	17.26
0.0	93.16	95.79	40.32
0.965	633.68	76.84	1.12
0.828	342.63	29.47	10.34
0.0	10.0	190.53	33.4
0.515	758.42	190.53	14.96
0.366	93.16	48.42	12.65
0.167	93.16	114.74	8.04
0.062	384.21	190.53	38.01
0.35	550.53	162.11	33.4
0.531	800.0	171.58	40.32
0.729	675.26	86.32	12.65
0.861	758.42	48.42	14.96
0.0	51.58	200.0	38.01
0.625	800.0	152.63	12.65
0.583	467.37	95.79	14.96
0.446	217.89	67.37	19.57
0.55	301.05	105.26	5.73
0.271	217.89	105.26	14.96
0.791	550.53	105.26	3.43
0.746	342.63	67.37	3.43
0.529	800.0	181.05	19.57
0.206	425.79	190.53	21.87
0.666	134.74	29.47	28.79
0.582	508.95	114.74	10.34
0.623	259.47	57.89	8.04
0.539	633.68	133.68	33.4
0.837	508.95	38.95	26.48
0.678	508.95	76.84	24.18
0.812	176.32	20.0	28.79
0.922	342.63	152.63	1.12
0.77	633.68	67.37	26.48
0.0	10.0	67.37	21.87
0.0	51.58	190.53	31.1
0.0	10.0	143.16	14.96
0.0	10.0	67.37	24.18
0.0	51.58	162.11	40.32
0.746	467.37	67.37	5.73
0.015	176.32	152.63	26.48
0.809	301.05	29.47	28.79
0.974	800.0	200.0	1.12
0.043	134.74	143.16	17.26
0.902	259.47	67.37	1.12
0.204	508.95	190.53	33.4
0.753	508.95	143.16	3.43
0.511	633.68	143.16	24.18
0.342	550.53	162.11	38.01
0.08	301.05	181.05	24.18
0.686	301.05	48.42	33.4
0.746	800.0	95.79	12.65
0.632	633.68	114.74	12.65
0.23	550.53	200.0	31.1
0.699	758.42	105.26	26.48
0.67	425.79	67.37	33.4
0.369	550.53	200.0	14.96
0.584	93.16	29.47	24.18
0.792	800.0	76.84	24.18
0.389	550.53	152.63	33.4
0.32	176.32	67.37	35.71
0.211	10.0	20.0	33.4
0.652	301.05	114.74	3.43
0.0	10.0	171.58	31.1
0.23	384.21	143.16	31.1
0.857	592.11	38.95	14.96
0.606	633.68	114.74	35.71
0.715	800.0	105.26	40.32
0.454	342.63	114.74	10.34
0.379	217.89	86.32	12.65
0.122	93.16	76.84	17.26
0.542	176.32	48.42	14.96
0.753	675.26	76.84	24.18
0.785	425.79	67.37	3.43
0.432	384.21	105.26	26.48
0.482	675.26	200.0	12.65
0.574	716.84	143.16	19.57
0.682	592.11	133.68	5.73
0.834	633.68	48.42	31.1
0.042	301.05	181.05	31.1
0.166	217.89	162.11	12.65
0.892	592.11	29.47	33.4
0.711	675.26	95.79	10.34
0.424	550.53	171.58	14.96
0.011	217.89	181.05	28.79
0.028	134.74	162.11	17.26
0.776	134.74	20.0	31.1
0.916	508.95	20.0	28.79
0.741	800.0	95.79	33.4
0.793	633.68	181.05	3.43
0.007	51.58	67.37	28.79
0.384	259.47	190.53	5.73
0.726	758.42	114.74	8.04
0.936	384.21	67.37	1.12
0.855	425.79	29.47	21.87
0.577	259.47	57.89	24.18
0.809	301.05	29.47	17.26
0.536	675.26	143.16	40.32
0.195	259.47	124.21	21.87
0.676	384.21	162.11	3.43
0.416	592.11	171.58	19.57
0.129	425.79	181.05	35.71
0.664	800.0	124.21	26.48
0.106	425.79	190.53	35.71
0.263	217.89	133.68	10.34
0.543	592.11	124.21	33.4
0.339	217.89	105.26	10.34
0.876	508.95	29.47	19.57
0.811	301.05	29.47	8.04
0.0	93.16	124.21	31.1
0.075	176.32	95.79	38.01
0.476	259.47	95.79	8.04
0.626	758.42	143.16	12.65
0.757	758.42	86.32	12.65
0.624	51.58	20.0	12.65
0.478	176.32	152.63	3.43
0.872	301.05	20.0	26.48
0.007	134.74	200.0	19.57
0.586	217.89	105.26	3.43
0.348	508.95	171.58	19.57
0.228	508.95	190.53	28.79
0.606	633.68	114.74	33.4
0.086	134.74	181.05	10.34
0.437	550.53	181.05	12.65
0.386	176.32	114.74	5.73
0.141	384.21	181.05	26.48
0.663	675.26	105.26	19.57
0.574	259.47	162.11	3.43
0.08	259.47	190.53	19.57
0.004	176.32	162.11	31.1
0.585	592.11	162.11	8.04
0.499	134.74	57.89	5.73
0.164	176.32	133.68	12.65
0.001	51.58	190.53	14.96
0.902	425.79	20.0	8.04
0.022	134.74	114.74	26.48
0.753	758.42	86.32	38.01
0.024	301.05	171.58	40.32
0.17	93.16	57.89	26.48
0.496	384.21	95.79	19.57
0.097	217.89	105.26	40.32
0.521	217.89	57.89	19.57
0.778	592.11	181.05	3.43
0.207	176.32	76.84	40.32
0.079	134.74	190.53	10.34
0.063	176.32	133.68	21.87
0.856	259.47	20.0	26.48
0.749	716.84	86.32	10.34
0.718	259.47	38.95	33.4
0.065	217.89	143.16	24.18
0.057	176.32	124.21	24.18
0.686	800.0	152.63	8.04
0.177	259.47	114.74	28.79
0.009	10.0	67.37	10.34
0.009	93.16	86.32	33.4
0.0	51.58	95.79	33.4
0.738	633.68	76.84	28.79
0.56	467.37	133.68	8.04
0.303	633.68	200.0	33.4
0.876	217.89	124.21	1.12
0.283	508.95	190.53	21.87
0.619	592.11	200.0	5.73
0.888	716.84	48.42	3.43
0.738	716.84	86.32	38.01
0.366	176.32	95.79	8.04
0.937	384.21	57.89	1.12
0.581	716.84	143.16	17.26
0.823	592.11	48.42	33.4
0.0	10.0	67.37	31.1
0.834	758.42	57.89	24.18
0.234	384.21	200.0	14.96
0.59	508.95	105.26	12.65
0.388	384.21	114.74	24.18
0.0	93.16	143.16	33.4
0.125	176.32	190.53	10.34
0.599	384.21	76.84	14.96
0.643	800.0	143.16	12.65
0.385	675.26	190.53	28.79
0.035	301.05	162.11	40.32
0.7	550.53	76.84	40.32
0.157	508.95	200.0	38.01
0.824	467.37	38.95	28.79
0.026	342.63	190.53	40.32
0.455	342.63	200.0	5.73
0.536	675.26	143.16	38.01
0.105	176.32	95.79	31.1
0.355	342.63	105.26	38.01
0.857	592.11	38.95	17.26
0.399	425.79	152.63	12.65
0.136	342.63	171.58	24.18
0.55	259.47	67.37	10.34
0.283	342.63	171.58	12.65
0.575	425.79	86.32	24.18
0.692	675.26	95.79	38.01
0.443	425.79	190.53	8.04
0.216	10.0	20.0	31.1
0.043	301.05	200.0	26.48
0.826	134.74	57.89	1.12
0.847	800.0	152.63	3.43
0.592	675.26	190.53	8.04
0.477	425.79	133.68	10.34
0.94	425.79	114.74	1.12
0.662	716.84	114.74	14.96
0.625	550.53	95.79	35.71
0.481	467.37	114.74	24.18
0.961	592.11	95.79	1.12
0.562	467.37	105.26	12.65
0.93	342.63	48.42	1.12
0.678	508.95	76.84	40.32
0.796	716.84	67.37	26.48
0.804	633.68	133.68	3.43
0.67	425.79	67.37	40.32
0.394	508.95	171.58	14.96
0.939	425.79	200.0	1.12
0.0	51.58	114.74	40.32
0.0	51.58	133.68	28.79
0.927	592.11	20.0	12.65
0.56	301.05	67.37	35.71
0.118	176.32	162.11	12.65
0.471	633.68	162.11	19.57
0.45	134.74	48.42	17.26
0.0	51.58	181.05	24.18
0.185	467.37	190.53	28.79
0.377	508.95	143.16	40.32
0.78	758.42	76.84	19.57
0.967	675.26	124.21	1.12
0.615	592.11	105.26	35.71
0.752	675.26	86.32	8.04
0.177	467.37	181.05	35.71
0.787	259.47	29.47	19.57
0.323	425.79	171.58	14.96
0.525	425.79	95.79	33.4
0.004	51.58	67.37	31.1
0.689	425.79	200.0	3.43
0.561	758.42	152.63	31.1
0.244	508.95	181.05	31.1
0.718	508.95	67.37	38.01
0.235	217.89	200.0	8.04
0.168	425.79	171.58	33.4
0.561	592.11	124.21	17.26
0.215	508.95	190.53	31.1
0.612	467.37	86.32	19.57
0.843	800.0	57.89	28.79
0.0	10.0	181.05	21.87
0.548	384.21	86.32	17.26
0.0	93.16	114.74	31.1
0.648	758.42	124.21	19.57
0.314	176.32	114.74	8.04
0.067	217.89	171.58	19.57
0.866	467.37	29.47	24.18
0.044	51.58	48.42	38.01
0.0	10.0	133.68	31.1
0.218	51.58	38.95	26.48
0.812	176.32	20.0	24.18
0.7	758.42	105.26	21.87
0.9	633.68	29.47	5.73
0.628	592.11	133.68	8.04
0.096	301.05	171.58	24.18
0.382	467.37	162.11	14.96
0.515	217.89	57.89	38.01
0.0	10.0	200.0	19.57
0.0	10.0	133.68	17.26
0.004	93.16	86.32	38.01
0.846	758.42	114.74	3.43
0.738	633.68	76.84	33.4
0.631	10.0	10.0	20.0
0.684	716.84	105.26	17.26
0.297	93.16	181.05	3.43
0.1	384.21	181.05	33.4
0.584	134.74	57.89	3.43
0.0	10.0	86.32	38.01
0.092	259.47	181.05	19.57
0.545	633.68	143.16	14.96
0.661	675.26	105.26	38.01
0.409	467.37	143.16	17.26
0.418	508.95	200.0	10.34
0.599	675.26	124.21	31.1
0.871	176.32	38.95	1.12
0.942	758.42	20.0	26.48
0.435	93.16	38.95	31.1
0.332	259.47	105.26	14.96
0.845	800.0	171.58	3.43
0.337	301.05	105.26	21.87
0.071	384.21	190.53	35.71
0.276	342.63	124.21	26.48
0.339	259.47	124.21	10.34
0.856	259.47	20.0	14.96
0.344	93.16	133.68	3.43
0.444	508.95	162.11	12.65
0.0	10.0	200.0	24.18
0.67	425.79	67.37	38.01
0.227	259.47	105.26	28.79
0.508	800.0	190.53	19.57
0.283	134.74	133.68	5.73
0.943	384.21	29.47	1.12
0.443	758.42	190.53	35.71
0.003	217.89	190.53	33.4
0.42	550.53	190.53	12.65
0.529	716.84	171.58	14.96
0.887	758.42	38.95	17.26
0.0	10.0	171.58	10.34
0.554	134.74	38.95	19.57
0.263	301.05	133.68	17.26
0.0	217.89	200.0	40.32
0.57	633.68	152.63	10.34
0.318	550.53	190.53	21.87
0.435	51.58	48.42	3.43
0.588	384.21	95.79	8.04
0.603	342.63	67.37	40.32
0.442	342.63	95.79	21.87
0.82	800.0	67.37	10.34
0.72	592.11	76.84	24.18
0.531	800.0	171.58	33.4
0.405	425.79	124.21	21.87
0.161	93.16	171.58	5.73
0.778	550.53	57.89	10.34
0.535	758.42	162.11	26.48
0.807	633.68	124.21	3.43
0.963	633.68	171.58	1.12
0.168	259.47	124.21	24.18
0.876	508.95	29.47	28.79
0.66	51.58	76.84	1.12
0.002	10.0	76.84	12.65
0.358	342.63	105.26	35.71
0.208	301.05	114.74	40.32
0.301	342.63	114.74	33.4
0.407	716.84	200.0	24.18
0.504	800.0	181.05	33.4
0.658	467.37	76.84	14.96
0.657	217.89	67.37	3.43
0.355	633.68	181.05	40.32
0.824	467.37	38.95	33.4
0.451	758.42	190.53	28.79
0.038	93.16	152.63	12.65
0.898	633.68	29.47	17.26
0.8	550.53	57.89	5.73
0.127	259.47	114.74	40.32
0.032	93.16	162.11	12.65
0.0	134.74	190.53	33.4
0.758	508.95	57.89	40.32
0.634	675.26	114.74	19.57
0.789	592.11	57.89	38.01
0.97	716.84	76.84	1.12
0.866	467.37	29.47	28.79
0.428	301.05	86.32	28.79
0.481	425.79	105.26	24.18
0.001	176.32	162.11	35.71
0.448	425.79	124.21	14.96
0.737	508.95	200.0	3.43
0.921	342.63	200.0	1.12
0.796	800.0	76.84	10.34
0.032	93.16	76.84	31.1
0.011	134.74	114.74	31.1
0.776	134.74	20.0	21.87
0.689	800.0	114.74	31.1
0.946	425.79	38.95	1.12
0.565	467.37	95.79	35.71
0.739	467.37	57.89	26.48
0.23	384.21	171.58	19.57
0.0	51.58	124.21	31.1
0.0	10.0	143.16	12.65
0.783	633.68	76.84	5.73
0.904	675.26	29.47	12.65
0.679	217.89	38.95	17.26
0.783	675.26	67.37	35.71
0.887	758.42	38.95	26.48
0.797	508.95	48.42	33.4
0.363	467.37	143.16	24.18
0.896	259.47	133.68	1.12
0.693	384.21	133.68	3.43
0.842	800.0	200.0	3.43
0.183	93.16	57.89	24.18
0.957	550.53	124.21	1.12
0.104	217.89	181.05	14.96
0.884	342.63	20.0	24.18
0.0	10.0	152.63	10.34
0.964	633.68	95.79	1.12
0.603	342.63	67.37	24.18
0.16	259.47	171.58	14.96
0.927	592.11	20.0	14.96
0.488	176.32	76.84	5.73
0.0	10.0	143.16	33.4
0.022	51.58	114.74	12.65
0.872	301.05	20.0	28.79
0.469	675.26	162.11	38.01
0.739	467.37	57.89	28.79
0.802	633.68	57.89	33.4
0.084	259.47	124.21	40.32
0.484	342.63	124.21	8.04
0.588	550.53	105.26	28.79
0.972	758.42	124.21	1.12
0.113	93.16	57.89	40.32
0.275	384.21	200.0	12.65
0.044	176.32	114.74	31.1
0.902	425.79	20.0	24.18
0.682	508.95	76.84	14.96
0.011	93.16	105.26	24.18
0.139	384.21	162.11	35.71
0.954	467.37	29.47	1.12
0.589	758.42	143.16	28.79
0.588	384.21	76.84	35.71
0.259	93.16	48.42	40.32
0.401	467.37	133.68	24.18
0.086	425.79	200.0	35.71
0.593	301.05	67.37	10.34
0.003	10.0	133.68	8.04
0.0	10.0	38.95	33.4
0.599	758.42	171.58	10.34
0.692	675.26	95.79	28.79
0.162	384.21	162.11	31.1
0.617	758.42	133.68	40.32
0.737	550.53	67.37	40.32
0.787	259.47	29.47	38.01
0.225	51.58	133.68	3.43
0.591	592.11	114.74	17.26
0.637	592.11	105.26	12.65
0.217	259.47	105.26	31.1
0.685	301.05	57.89	5.73
0.64	384.21	67.37	24.18
0.809	301.05	29.47	19.57
0.545	342.63	76.84	40.32
0.0	10.0	76.84	33.4
0.966	675.26	190.53	1.12
0.902	425.79	20.0	33.4
0.037	51.58	171.58	8.04
0.038	176.32	152.63	21.87
0.321	550.53	171.58	31.1
0.887	758.42	38.95	33.4
0.712	217.89	48.42	3.43
0.102	93.16	76.84	19.57
0.849	342.63	29.47	3.43
0.843	384.21	29.47	26.48
0.772	467.37	57.89	5.73
0.0	51.58	200.0	24.18
0.288	550.53	181.05	31.1
0.808	134.74	124.21	1.12
0.519	716.84	190.53	12.65
0.371	592.11	200.0	17.26
0.241	384.21	143.16	28.79
0.39	217.89	76.84	17.26
0.283	508.95	200.0	19.57
0.926	301.05	29.47	1.12
0.392	176.32	67.37	14.96
0.0	51.58	181.05	26.48
0.323	467.37	190.53	14.96
0.755	301.05	38.95	8.04
0.75	301.05	38.95	10.34
0.573	633.68	124.21	31.1
0.725	675.26	124.21	5.73
0.548	675.26	162.11	12.65
0.262	134.74	67.37	19.57
0.793	384.21	38.95	26.48
0.478	467.37	114.74	26.48
0.837	217.89	20.0	33.4
0.222	217.89	105.26	19.57
0.002	10.0	48.42	19.57
0.437	758.42	200.0	24.18
0.744	384.21	48.42	12.65
0.782	467.37	48.42	28.79
0.78	758.42	76.84	26.48
0.242	176.32	152.63	8.04
0.518	508.95	114.74	24.18
0.567	259.47	171.58	3.43
0.0	93.16	162.11	38.01
0.299	176.32	171.58	5.73
0.039	51.58	114.74	10.34
0.001	93.16	143.16	24.18
0.424	259.47	76.84	38.01
0.638	508.95	86.32	28.79
0.135	217.89	124.21	21.87
0.532	176.32	48.42	35.71
0.243	217.89	143.16	10.34
0.354	592.11	171.58	35.71
0.036	259.47	181.05	26.48
0.868	800.0	48.42	26.48
0.625	675.26	162.11	8.04
0.677	425.79	67.37	12.65
0.828	342.63	29.47	28.79
